Tf_name	Raw_name	Download_link
Cmyc	wgEncodeAwgTfbsUtaGm12878CmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12878CmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaH1hescCmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaH1hescCmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaHelas3CmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHelas3CmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaHepg2CmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHepg2CmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaHuvecCmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHuvecCmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaK562CmycUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaK562CmycUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaMcf7CmycEstroUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycEstroUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaMcf7CmycSerumstvdUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycSerumstvdUniPk.narrowPeak.gz
Cmyc	wgEncodeAwgTfbsUtaMcf7CmycVehUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycVehUniPk.narrowPeak.gz
Corest	wgEncodeAwgTfbsSydhGm12878Corestsc30189IggmusUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhGm12878Corestsc30189IggmusUniPk.narrowPeak.gz
Corest	wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk.narrowPeak.gz
Corest	wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk.narrowPeak.gz
Corest	wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk.narrowPeak.gz
Corest	wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk.narrowPeak.gz
Creb1	wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk.narrowPeak.gz
Ctbp2	wgEncodeAwgTfbsSydhH1hescCtbp2UcdUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhH1hescCtbp2UcdUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadDnd41CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadDnd41CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadGm12878CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadGm12878CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadH1hescCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadH1hescCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHelas3CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHelas3CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHepg2CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHepg2CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHmecCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHmecCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHsmmCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHsmmCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHsmmtCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHsmmtCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadHuvecCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadHuvecCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadK562CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadK562CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadNhaCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadNhaCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadNhdfadCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadNhdfadCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadNhekCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadNhekCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadNhlfCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadNhlfCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsBroadOsteoblCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsBroadOsteoblCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaA549CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaA549CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaFibroblCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaFibroblCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGlioblaCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGlioblaCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm12878CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12878CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm12891CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12891CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm12892CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12892CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm19238CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19238CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm19239CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19239CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaGm19240CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19240CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaH1hescCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaH1hescCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaHelas3CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHelas3CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaHepg2CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHepg2CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaHuvecCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHuvecCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaK562CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaK562CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaMcf7CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaNhekCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaNhekCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUtaProgfibCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaProgfibCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwA549CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwA549CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAg04449CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg04449CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAg04450CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg04450CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAg09309CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg09309CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAg09319CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg09319CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAg10803CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg10803CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwAoafCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAoafCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwBe2cCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwBe2cCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwBjCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwBjCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwCaco2CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwCaco2CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm06990CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm06990CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12801CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12801CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12864CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12864CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12865CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12865CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12872CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12872CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12873CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12873CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12874CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12874CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12875CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12875CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwGm12878CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12878CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHacCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHacCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHaspCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHaspCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHbmecCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHbmecCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHcfaaCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHcfaaCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHcmCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHcmCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHcpeCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHcpeCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHct116CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHct116CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHeeCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHeeCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHek293CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHek293CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHelas3CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHelas3CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHepg2CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHepg2CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHffCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHffCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHffmycCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHffmycCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHl60CtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHl60CtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHmecCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHmecCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHmfCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHmfCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHpafCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHpafCtcfUniPk.narrowPeak.gz
Ctcf	wgEncodeAwgTfbsUwHpfCtcfUniPk.narrowPeak	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHpfCtcfUniPk.narrowPeak.gz
